feature,city,lasso_coef,ridge_coef
review_scores_value,Copenhagen,0.0,4.2388937132837965
instant_bookable,Copenhagen,-0.46969452003659884,-16.200384563474838
calculated_host_listings_count,Copenhagen,85.58814889932897,63.69689405293693
calculated_host_listings_count_entire_homes,Copenhagen,11.667491245878223,63.15970635153225
calculated_host_listings_count_private_rooms,Copenhagen,0.0,29.499512678055083
calculated_host_listings_count_shared_rooms,Copenhagen,-6.540127473381407,-28.606497229568788
distance_to_center_km,Copenhagen,-87.28194196199847,-90.35034601402315
has_reviews,Copenhagen,-0.0,-11.178138132189012
room_type_Hotel room,Copenhagen,-0.0,-3.5740072883937692
room_type_Private room,Copenhagen,-0.0,-16.80980993860915
room_type_Shared room,Copenhagen,-4.213577234906416,-11.60789356823635
property_type_grouped_Entire Alternative,Copenhagen,0.0,-2.1786494051216367
property_type_grouped_Entire Luxury,Copenhagen,18.74346194820678,6.7402188645448335
property_type_grouped_Entire Standard,Copenhagen,0.0,-3.2711729978697845
property_type_grouped_Hotel,Copenhagen,-46.16965128809904,-14.631461821298602
property_type_grouped_Private Standard,Copenhagen,-0.0,-0.4207263933704462
property_privacy_level_Entire,Copenhagen,0.0,-0.6094254939443653
property_privacy_level_Hotel,Copenhagen,-0.0,-14.631461821298684
property_privacy_level_Private,Copenhagen,-0.0,-0.42072639337043394
neighbourhood_cleansed_Amager Vest,Copenhagen,0.0,-13.314054878184454
neighbourhood_cleansed_Amager Øst,Copenhagen,0.0,-10.369299805521827
neighbourhood_cleansed_Bispebjerg,Copenhagen,-4.112821409540054,-25.041248892373535
neighbourhood_cleansed_Bjerke,Copenhagen,0.0,0.0
neighbourhood_cleansed_Brønshøj-Husum,Copenhagen,-0.0,-18.95711588383827
neighbourhood_cleansed_Frederiksberg,Copenhagen,20.056711256995285,14.283251327824981
neighbourhood_cleansed_Frogner,Copenhagen,0.0,0.0
neighbourhood_cleansed_Gamle Oslo,Copenhagen,0.0,0.0
neighbourhood_cleansed_Grorud,Copenhagen,0.0,0.0
neighbourhood_cleansed_Grünerløkka,Copenhagen,0.0,0.0
neighbourhood_cleansed_Indre By,Copenhagen,67.55120394941046,63.99391230564866
neighbourhood_cleansed_Marka,Copenhagen,0.0,0.0
neighbourhood_cleansed_Nordre Aker,Copenhagen,0.0,0.0
neighbourhood_cleansed_Nordstrand,Copenhagen,0.0,0.0
neighbourhood_cleansed_Nørrebro,Copenhagen,-2.481586236029649,-23.596396413399262
neighbourhood_cleansed_Sagene,Copenhagen,0.0,0.0
neighbourhood_cleansed_Sentrum,Copenhagen,0.0,0.0
neighbourhood_cleansed_St. Hanshaugen,Copenhagen,0.0,0.0
neighbourhood_cleansed_Stovner,Copenhagen,0.0,0.0
neighbourhood_cleansed_Søndre Nordstrand,Copenhagen,0.0,0.0
neighbourhood_cleansed_Ullern,Copenhagen,0.0,0.0
neighbourhood_cleansed_Valby,Copenhagen,-11.452529495215977,-30.16353405958173
neighbourhood_cleansed_Vanløse,Copenhagen,-4.484922180205866,-22.981154730408967
neighbourhood_cleansed_Vesterbro-Kongens Enghave,Copenhagen,-0.0,-18.028405361883227
neighbourhood_cleansed_Vestre Aker,Copenhagen,0.0,0.0
neighbourhood_cleansed_Østensjø,Copenhagen,0.0,0.0
neighbourhood_cleansed_Østerbro,Copenhagen,39.10248051566611,34.629043821282416
bathrooms_text_0 shared baths,Copenhagen,-0.0,-8.249046899487462
bathrooms_text_1 bath,Copenhagen,-0.0,-29.187692358294488
bathrooms_text_1 private bath,Copenhagen,-0.0,-14.555403230227393
bathrooms_text_1 shared bath,Copenhagen,-0.0,-17.971169889498857
bathrooms_text_1.5 baths,Copenhagen,12.822593093837847,20.585907048907526
bathrooms_text_1.5 shared baths,Copenhagen,-0.0,-2.3817931005965387
bathrooms_text_2 baths,Copenhagen,10.871734781064763,33.33519190661014
bathrooms_text_2 shared baths,Copenhagen,-1.88091989713785,-13.595265691429885
bathrooms_text_2.5 baths,Copenhagen,19.070885533791316,34.793977546993965
bathrooms_text_2.5 shared baths,Copenhagen,0.0,-0.9208925153535981
bathrooms_text_3 baths,Copenhagen,8.968283258440048,27.033169100249655
bathrooms_text_3 shared baths,Copenhagen,-0.0,-3.0522790521715675
bathrooms_text_3.5 baths,Copenhagen,-0.0,-3.515190054410759
bathrooms_text_4 baths,Copenhagen,37.88631691340534,46.35726590367927
