,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_total_listings_count,host_identity_verified,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,price_local,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,availability_eoy,number_of_reviews_ly,estimated_occupancy_l365d,estimated_revenue_l365d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,distance_to_center_km,city,property_type_grouped,property_privacy_level,property_category
22784,within a few hours,75%,57%,f,2.0,2.0,t,Sagene,59.94192,10.77027,Entire Standard,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,2250.0,2,1125.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,t,29.0,59.0,89.0,364.0,2.0,0.0,0.0,93,0.0,0.0,0.0,4.5,4.0,4.5,5.0,5.0,4.0,4.5,f,2.0,2.0,0.0,0.0,3.27,Oslo,Entire Standard,Entire,Standard
22785,within a few hours,100%,85%,t,1.0,2.0,t,Frogner,59.92022,10.71065,Hotel,Private room,2.0,1.0,1 shared bath,1.0,1.0,625.0,2,1125.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,t,0.0,6.0,32.0,307.0,71.0,7.0,1.0,36,5.0,42.0,26250.0,4.92,4.94,4.93,4.94,4.94,4.93,4.86,f,1.0,0.0,1.0,0.0,2.42,Oslo,Hotel,Hotel,Hotel
22787,within an hour,100%,100%,f,1.0,1.0,t,St. Hanshaugen,59.92587,10.73501,Entire Standard,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,720.0,14,100.0,14.0,14.0,1125.0,1125.0,14.0,1125.0,t,0.0,0.0,13.0,20.0,43.0,2.0,0.0,17,4.0,56.0,40320.0,4.63,4.72,4.56,4.72,4.91,4.65,4.65,f,1.0,1.0,0.0,0.0,1.64,Oslo,Entire Standard,Entire,Standard
22789,within a few hours,100%,50%,f,1.0,1.0,t,Sagene,59.93485,10.75281,Entire Standard,Entire home/apt,3.0,1.0,1 bath,1.0,2.0,642.0,5,14.0,5.0,5.0,14.0,14.0,5.0,14.0,t,2.0,2.0,2.0,76.0,52.0,1.0,0.0,2,0.0,10.0,6420.0,4.92,4.96,4.87,4.88,5.0,4.81,4.87,f,1.0,1.0,0.0,0.0,2.33,Oslo,Entire Standard,Entire,Standard
22791,within a few hours,100%,25%,f,1.0,2.0,t,Gamle Oslo,59.9052,10.76698,Hotel,Private room,2.0,1.0,1 shared bath,1.0,1.0,823.0,2,122.0,2.0,2.0,122.0,122.0,2.0,122.0,t,0.0,18.0,48.0,138.0,39.0,1.0,0.0,52,1.0,6.0,4938.0,4.87,4.77,4.85,4.95,4.97,4.77,4.79,f,1.0,0.0,1.0,0.0,1.27,Oslo,Hotel,Hotel,Hotel
22793,within an hour,100%,86%,f,1.0,2.0,t,Nordre Aker,59.95133,10.78543,Entire Standard,Entire home/apt,5.0,2.0,2 baths,3.0,4.0,2100.0,4,40.0,4.0,4.0,40.0,40.0,4.0,40.0,t,6.0,6.0,15.0,32.0,82.0,4.0,0.0,19,2.0,32.0,67200.0,4.94,4.95,4.9,4.98,4.98,4.8,4.87,f,1.0,1.0,0.0,0.0,4.56,Oslo,Entire Standard,Entire,Standard
22795,within a day,89%,14%,f,1.0,1.0,t,Grünerløkka,59.9214,10.76619,Entire Standard,Entire home/apt,4.0,1.0,1 bath,2.0,2.0,2177.0,2,1125.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,t,28.0,58.0,88.0,363.0,22.0,2.0,0.0,92,6.0,12.0,26124.0,4.82,4.82,4.36,4.73,4.82,4.95,4.55,f,1.0,1.0,0.0,0.0,1.14,Oslo,Entire Standard,Entire,Standard
22796,within a few hours,100%,86%,t,2.0,4.0,t,Nordstrand,59.84747,10.77922,Entire Alternative,Entire home/apt,6.0,1.0,1 bath,3.0,3.0,2710.0,1,1125.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,t,30.0,60.0,90.0,345.0,380.0,18.0,2.0,94,21.0,108.0,292680.0,4.95,4.91,4.96,4.98,4.97,4.95,4.81,f,2.0,2.0,0.0,0.0,7.54,Oslo,Entire Alternative,Entire,Alternative
22799,within an hour,100%,75%,f,2.0,2.0,t,Gamle Oslo,59.90757369995117,10.78659725189209,Entire Standard,Entire home/apt,5.0,1.0,1 bath,3.0,3.0,2308.0,3,30.0,3.0,5.0,30.0,30.0,3.4,30.0,t,4.0,11.0,11.0,235.0,16.0,6.0,0.0,11,3.0,36.0,83088.0,5.0,4.94,4.88,4.94,5.0,4.81,4.94,f,1.0,1.0,0.0,0.0,2.04,Oslo,Entire Standard,Entire,Standard
22800,within an hour,100%,100%,t,3.0,6.0,t,St. Hanshaugen,59.92095,10.74893,Entire Standard,Entire home/apt,3.0,1.0,1 bath,2.0,2.0,869.0,2,1125.0,2.0,3.0,1125.0,1125.0,2.1,1125.0,t,2.0,8.0,10.0,64.0,132.0,40.0,1.0,14,43.0,240.0,208560.0,4.95,4.95,4.95,4.84,4.95,4.88,4.89,f,1.0,1.0,0.0,0.0,0.8,Oslo,Entire Standard,Entire,Standard
22806,within a few hours,100%,57%,f,1.0,1.0,t,Grünerløkka,59.91817,10.76313,Entire Standard,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,717.0,3,5.0,3.0,3.0,5.0,5.0,3.0,5.0,t,6.0,14.0,14.0,59.0,61.0,4.0,0.0,14,6.0,24.0,17208.0,4.8,4.85,4.82,4.9,4.88,4.8,4.72,f,1.0,1.0,0.0,0.0,0.77,Oslo,Entire Standard,Entire,Standard
22810,within a few hours,100%,50%,f,1.0,1.0,t,Gamle Oslo,59.90744,10.79197,Entire Standard,Entire home/apt,6.0,1.5,1.5 baths,2.0,4.0,2200.0,1,15.0,1.0,1.0,15.0,15.0,1.0,15.0,t,0.0,0.0,0.0,99.0,1.0,1.0,0.0,0,0.0,6.0,13200.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1.0,1.0,0.0,0.0,2.33,Oslo,Entire Standard,Entire,Standard
22813,within an hour,100%,91%,t,1.0,1.0,t,St. Hanshaugen,59.92518,10.74695,Hotel,Private room,1.0,1.0,1 shared bath,1.0,1.0,473.0,2,60.0,2.0,2.0,60.0,60.0,2.0,60.0,t,0.0,0.0,0.0,85.0,196.0,17.0,5.0,0,16.0,102.0,48246.0,4.85,4.9,4.67,4.94,4.96,4.92,4.85,f,1.0,0.0,1.0,0.0,1.29,Oslo,Hotel,Hotel,Hotel
22814,within a few hours,100%,0%,f,1.0,1.0,t,Sagene,59.93978,10.77284,Entire Standard,Entire home/apt,3.0,1.0,1 bath,1.0,1.0,1332.0,5,30.0,5.0,5.0,30.0,30.0,5.0,30.0,t,28.0,58.0,88.0,363.0,8.0,0.0,0.0,92,0.0,0.0,0.0,5.0,4.88,5.0,5.0,5.0,4.88,4.88,f,1.0,1.0,0.0,0.0,3.1,Oslo,Entire Standard,Entire,Standard
22816,within a few hours,100%,100%,t,1.0,1.0,t,Grünerløkka,59.93194,10.76604,Entire Standard,Entire home/apt,2.0,1.5,1.5 baths,0.0,1.0,650.0,10,180.0,10.0,10.0,180.0,180.0,10.0,180.0,t,6.0,35.0,65.0,340.0,51.0,7.0,1.0,69,4.0,140.0,91000.0,4.73,4.88,4.35,5.0,4.96,4.96,4.78,f,1.0,1.0,0.0,0.0,2.15,Oslo,Entire Standard,Entire,Standard
22818,within a day,50%,27%,f,1.0,3.0,t,Grünerløkka,59.92859,10.76301,Entire Standard,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,1048.0,5,1125.0,5.0,5.0,1125.0,1125.0,5.0,1125.0,t,29.0,59.0,84.0,99.0,10.0,3.0,0.0,88,2.0,30.0,31440.0,4.6,4.5,4.5,4.5,4.6,4.8,4.5,f,1.0,1.0,0.0,0.0,1.74,Oslo,Entire Standard,Entire,Standard
22819,within an hour,100%,44%,f,1.0,2.0,t,Søndre Nordstrand,59.83558,10.80322,Entire Standard,Entire home/apt,2.0,1.0,1 bath,1.0,2.0,648.0,3,14.0,3.0,6.0,14.0,14.0,3.1,14.0,t,8.0,9.0,9.0,9.0,109.0,5.0,2.0,9,3.0,30.0,19440.0,4.87,4.88,4.89,4.87,4.88,4.77,4.92,f,1.0,1.0,0.0,0.0,9.16,Oslo,Entire Standard,Entire,Standard
22820,within an hour,100%,72%,t,1.0,2.0,t,Grünerløkka,59.92788,10.76087,Entire Standard,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,845.0,2,14.0,1.0,2.0,14.0,14.0,2.0,14.0,t,1.0,7.0,13.0,98.0,75.0,32.0,6.0,13,22.0,192.0,162240.0,4.89,4.92,4.79,4.97,4.97,4.85,4.83,f,1.0,1.0,0.0,0.0,1.63,Oslo,Entire Standard,Entire,Standard
22822,within an hour,100%,100%,f,1.0,1.0,t,Frogner,59.90684127807617,10.724080085754396,Entire Standard,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,5238.0,3,1125.0,3.0,3.0,1125.0,1125.0,3.0,1125.0,t,0.0,0.0,0.0,267.0,38.0,6.0,1.0,0,6.0,36.0,188568.0,5.0,5.0,4.97,4.95,5.0,5.0,5.0,f,1.0,1.0,0.0,0.0,1.75,Oslo,Entire Standard,Entire,Standard
22823,within an hour,100%,100%,t,1.0,1.0,t,St. Hanshaugen,59.91575,10.75444,Hotel,Private room,3.0,1.0,1 private bath,2.0,2.0,972.0,3,28.0,3.0,3.0,28.0,28.0,3.0,28.0,t,26.0,41.0,71.0,71.0,138.0,6.0,0.0,71,11.0,36.0,34992.0,4.78,4.85,4.81,4.89,4.88,4.76,4.71,f,1.0,0.0,1.0,0.0,0.24,Oslo,Hotel,Hotel,Hotel
22824,within an hour,100%,58%,f,2.0,2.0,t,Grünerløkka,59.92204,10.76107,Entire Standard,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,10000.0,1,730.0,1.0,1.0,730.0,730.0,1.0,730.0,t,29.0,59.0,89.0,364.0,2.0,0.0,0.0,93,0.0,0.0,0.0,5.0,5.0,5.0,3.5,5.0,5.0,5.0,f,2.0,2.0,0.0,0.0,1.03,Oslo,Entire Standard,Entire,Standard
22826,within an hour,100%,100%,t,2.0,3.0,t,Østensjø,59.90593,10.8377,Hotel,Private room,2.0,1.0,1 private bath,1.0,1.0,753.0,1,7.0,1.0,1.0,7.0,7.0,1.0,7.0,t,7.0,37.0,58.0,316.0,51.0,10.0,0.0,61,17.0,60.0,45180.0,5.0,5.0,5.0,5.0,4.98,4.9,4.98,f,2.0,1.0,1.0,0.0,4.85,Oslo,Hotel,Hotel,Hotel
22827,within an hour,100%,94%,t,1.0,2.0,t,Frogner,59.90818,10.72135,Entire Standard,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,1743.0,3,30.0,1.0,3.0,30.0,30.0,3.0,30.0,t,9.0,22.0,27.0,265.0,400.0,38.0,1.0,29,45.0,228.0,397404.0,4.93,4.94,4.97,4.88,4.95,4.96,4.84,f,1.0,1.0,0.0,0.0,1.83,Oslo,Entire Standard,Entire,Standard
22828,within an hour,100%,95%,f,1.0,1.0,t,Gamle Oslo,59.911685799999994,10.76539158465576,Entire Standard,Entire home/apt,2.0,1.0,1 bath,0.0,1.0,529.0,1,7.0,1.0,1.0,7.0,7.0,1.0,7.0,t,9.0,9.0,9.0,9.0,51.0,51.0,13.0,9,0.0,255.0,134895.0,4.37,4.6,4.46,4.72,4.84,4.52,4.26,f,1.0,1.0,0.0,0.0,0.78,Oslo,Entire Standard,Entire,Standard
22829,within an hour,100%,92%,t,3.0,3.0,t,Østensjø,59.88575,10.81728,Hotel,Private room,2.0,1.0,1 shared bath,2.0,4.0,527.0,2,30.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,t,0.0,25.0,55.0,235.0,54.0,11.0,0.0,59,14.0,66.0,34782.0,5.0,4.98,4.93,4.94,4.96,4.91,4.98,f,3.0,0.0,3.0,0.0,4.79,Oslo,Hotel,Hotel,Hotel
22830,within an hour,100%,98%,t,1.0,1.0,t,Nordre Aker,59.9582998,10.7445969,Entire Standard,Entire home/apt,2.0,1.0,1 bath,0.0,1.0,679.0,2,31.0,1.0,2.0,31.0,31.0,2.0,31.0,t,6.0,31.0,57.0,146.0,45.0,40.0,5.0,60,14.0,240.0,162960.0,4.91,4.96,4.91,4.96,5.0,4.84,4.89,f,1.0,1.0,0.0,0.0,4.96,Oslo,Entire Standard,Entire,Standard
22832,within a few hours,100%,70%,t,3.0,3.0,t,Grünerløkka,59.92343,10.76934,Hotel,Private room,2.0,1.0,1 shared bath,1.0,1.0,831.0,3,730.0,3.0,3.0,730.0,730.0,3.0,730.0,t,0.0,0.0,28.0,152.0,329.0,1.0,0.0,32,11.0,6.0,4986.0,4.84,4.86,4.9,4.85,4.91,4.77,4.82,f,3.0,0.0,3.0,0.0,1.43,Oslo,Hotel,Hotel,Hotel
22833,within a few hours,100%,73%,t,1.0,1.0,t,Gamle Oslo,59.91015,10.76378,Hotel,Private room,2.0,1.0,1 shared bath,1.0,1.0,504.0,2,60.0,1.0,2.0,60.0,60.0,2.0,60.0,t,7.0,21.0,46.0,81.0,685.0,74.0,6.0,49,82.0,255.0,128520.0,4.92,4.94,4.75,4.95,4.96,4.91,4.89,f,1.0,0.0,1.0,0.0,0.77,Oslo,Hotel,Hotel,Hotel
22835,within an hour,100%,100%,t,1.0,1.0,t,Gamle Oslo,59.91624,10.76519,Entire Standard,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,1080.0,3,30.0,2.0,5.0,30.0,30.0,2.1,30.0,t,3.0,8.0,8.0,8.0,85.0,11.0,0.0,8,13.0,66.0,71280.0,4.93,4.91,4.96,4.8,4.96,4.85,4.88,f,1.0,1.0,0.0,0.0,0.77,Oslo,Entire Standard,Entire,Standard
22836,within an hour,100%,76%,t,3.0,3.0,t,St. Hanshaugen,59.93415630000001,10.7335658,Hotel,Private room,2.0,1.0,1 shared bath,1.0,0.0,533.0,2,1125.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,t,18.0,46.0,76.0,256.0,110.0,66.0,10.0,80,57.0,255.0,135915.0,4.92,4.95,4.78,4.97,4.97,4.89,4.87,f,2.0,1.0,1.0,0.0,2.48,Oslo,Hotel,Hotel,Hotel
22841,within a day,50%,47%,f,1.0,1.0,t,Gamle Oslo,59.91258440000001,10.7681882,Entire Standard,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,1103.0,5,29.0,5.0,5.0,29.0,29.0,5.0,29.0,t,0.0,0.0,0.0,0.0,7.0,7.0,0.0,0,0.0,70.0,77210.0,4.86,4.86,4.86,4.86,4.86,4.86,5.0,f,1.0,1.0,0.0,0.0,0.9,Oslo,Entire Standard,Entire,Standard
22842,within an hour,100%,94%,f,28.0,37.0,t,Frogner,59.92008909999999,10.7329269,Hotel,Private room,2.0,2.0,2 shared baths,0.0,1.0,533.0,2,365.0,2.0,2.0,365.0,365.0,2.0,365.0,t,13.0,43.0,73.0,79.0,8.0,7.0,2.0,77,1.0,42.0,22386.0,4.63,4.75,4.5,4.88,4.88,4.63,4.5,f,25.0,0.0,25.0,0.0,1.28,Oslo,Hotel,Hotel,Hotel
22844,within a few hours,100%,88%,t,1.0,7.0,t,Gamle Oslo,59.90535,10.78774,Entire Standard,Entire home/apt,5.0,1.0,1 bath,2.0,2.0,1899.0,1,35.0,1.0,4.0,35.0,35.0,1.1,35.0,t,30.0,60.0,90.0,365.0,90.0,9.0,0.0,94,12.0,54.0,102546.0,4.88,4.87,4.88,4.87,4.92,4.69,4.67,f,1.0,1.0,0.0,0.0,2.2,Oslo,Entire Standard,Entire,Standard
22845,within an hour,100%,13%,f,2.0,2.0,f,Grünerløkka,59.92775489999999,10.7528013,Entire Alternative,Entire home/apt,4.0,1.0,1 bath,2.0,2.0,2767.0,2,94.0,2.0,2.0,94.0,94.0,2.0,94.0,t,29.0,32.0,32.0,272.0,26.0,2.0,0.0,32,9.0,12.0,33204.0,4.42,4.38,4.35,4.38,4.81,4.65,4.38,f,2.0,1.0,1.0,0.0,1.54,Oslo,Entire Alternative,Entire,Alternative
22847,within an hour,100%,94%,t,2.0,2.0,f,Sentrum,59.91008,10.74472,Hotel,Private room,2.0,1.0,1 shared bath,1.0,1.0,706.0,2,1125.0,1.0,2.0,1125.0,1125.0,2.0,1125.0,t,7.0,28.0,36.0,105.0,611.0,88.0,6.0,38,93.0,255.0,180030.0,4.82,4.87,4.75,4.87,4.93,4.95,4.86,f,2.0,0.0,2.0,0.0,0.6,Oslo,Hotel,Hotel,Hotel
22850,within an hour,100%,69%,f,2.0,2.0,t,Gamle Oslo,59.90703,10.76109,Entire Standard,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,1215.0,30,1125.0,30.0,30.0,1125.0,1125.0,30.0,1125.0,t,11.0,41.0,71.0,220.0,42.0,3.0,1.0,75,1.0,180.0,218700.0,4.98,5.0,5.0,5.0,5.0,4.93,4.88,f,1.0,1.0,0.0,0.0,0.91,Oslo,Entire Standard,Entire,Standard
22851,within an hour,100%,96%,f,2.0,3.0,t,Sagene,59.93478,10.76934,Entire Standard,Entire home/apt,4.0,1.5,1.5 baths,2.0,2.0,890.0,2,1125.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,t,9.0,27.0,33.0,41.0,160.0,18.0,1.0,37,13.0,108.0,96120.0,4.7,4.69,4.73,4.78,4.83,4.79,4.71,f,2.0,2.0,0.0,0.0,2.51,Oslo,Entire Standard,Entire,Standard
22853,within a few hours,90%,79%,t,2.0,2.0,t,Grünerløkka,59.9236,10.77162,Entire Standard,Entire home/apt,3.0,1.0,1 bath,1.0,1.0,881.0,4,1125.0,1.0,4.0,1125.0,1125.0,4.0,1125.0,t,8.0,32.0,47.0,183.0,168.0,28.0,4.0,47,26.0,224.0,197344.0,4.92,4.91,4.77,4.86,4.99,4.91,4.88,f,1.0,1.0,0.0,0.0,1.53,Oslo,Entire Standard,Entire,Standard
22856,a few days or more,0%,33%,f,1.0,2.0,f,St. Hanshaugen,59.91847,10.75144,Entire Standard,Entire home/apt,5.0,1.0,1 bath,2.0,2.0,1280.0,14,100.0,14.0,14.0,100.0,100.0,14.0,100.0,t,0.0,0.0,16.0,277.0,32.0,1.0,0.0,20,2.0,28.0,35840.0,4.94,4.94,4.81,4.97,4.94,4.97,5.0,f,1.0,1.0,0.0,0.0,0.51,Oslo,Entire Standard,Entire,Standard
22857,within a few hours,100%,50%,t,1.0,1.0,t,Frogner,59.91379,10.70721,Hotel,Private room,1.0,1.0,1 shared bath,1.0,1.0,700.0,30,120.0,30.0,30.0,120.0,120.0,30.0,120.0,t,0.0,0.0,25.0,115.0,53.0,5.0,0.0,29,5.0,255.0,178500.0,4.98,4.94,4.89,4.96,4.94,4.91,4.89,f,1.0,0.0,1.0,0.0,2.51,Oslo,Hotel,Hotel,Hotel
22858,within an hour,90%,98%,t,1.0,1.0,t,Frogner,59.91237,10.71256,Hotel,Private room,2.0,1.0,1 shared bath,1.0,2.0,656.0,1,10.0,1.0,1.0,10.0,10.0,1.0,10.0,t,19.0,49.0,70.0,70.0,301.0,39.0,9.0,70,40.0,234.0,153504.0,4.93,4.96,4.98,4.96,4.98,4.92,4.87,f,1.0,0.0,1.0,0.0,2.22,Oslo,Hotel,Hotel,Hotel
22859,within a few hours,100%,94%,f,1.0,1.0,t,St. Hanshaugen,59.93187,10.7402,Entire Standard,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,720.0,3,1125.0,3.0,3.0,1125.0,1125.0,3.0,1125.0,t,0.0,7.0,24.0,291.0,115.0,6.0,1.0,24,8.0,36.0,25920.0,4.8,4.85,4.89,4.88,4.92,4.92,4.8,f,1.0,1.0,0.0,0.0,2.11,Oslo,Entire Standard,Entire,Standard
22862,within a few hours,100%,75%,t,2.0,7.0,t,Grünerløkka,59.92455,10.75503,Entire Standard,Entire home/apt,3.0,1.0,1 bath,1.0,1.0,1772.0,3,90.0,3.0,3.0,90.0,90.0,3.0,90.0,t,29.0,59.0,89.0,347.0,156.0,17.0,0.0,93,12.0,102.0,180744.0,4.93,4.94,4.77,4.92,4.91,4.99,4.88,f,1.0,1.0,0.0,0.0,1.19,Oslo,Entire Standard,Entire,Standard
22868,within a day,90%,19%,f,1.0,1.0,t,Grünerløkka,59.92583,10.76238,Entire Standard,Entire home/apt,3.0,1.0,1 bath,1.0,2.0,1146.0,14,700.0,14.0,14.0,700.0,700.0,14.0,700.0,t,13.0,43.0,73.0,348.0,22.0,1.0,0.0,77,0.0,28.0,32088.0,4.64,4.73,4.91,4.91,5.0,4.95,4.73,f,1.0,1.0,0.0,0.0,1.44,Oslo,Entire Standard,Entire,Standard
22869,within an hour,100%,85%,t,5.0,5.0,t,Gamle Oslo,59.91382,10.76555,Hotel,Private room,2.0,1.0,1 shared bath,1.0,2.0,1399.0,2,7.0,2.0,2.0,7.0,7.0,2.0,7.0,t,27.0,57.0,87.0,362.0,246.0,2.0,0.0,91,0.0,12.0,16788.0,4.84,4.84,4.93,4.93,4.96,4.71,4.67,f,5.0,2.0,3.0,0.0,0.74,Oslo,Hotel,Hotel,Hotel
22872,within an hour,100%,39%,f,2.0,6.0,t,Gamle Oslo,59.91115,10.7712,Hotel,Shared room,4.0,1.0,1 shared bath,1.0,2.0,1191.0,4,30.0,4.0,4.0,30.0,30.0,4.0,30.0,t,29.0,59.0,89.0,364.0,65.0,0.0,0.0,93,0.0,0.0,0.0,4.8,4.84,4.88,4.88,4.91,4.78,4.83,f,1.0,0.0,0.0,1.0,1.1,Oslo,Hotel,Hotel,Hotel
22876,within a day,70%,19%,f,1.0,2.0,t,Gamle Oslo,59.9141,10.77286,Entire Standard,Entire home/apt,5.0,1.0,1 bath,2.0,3.0,808.0,2,1125.0,1.0,2.0,1125.0,1125.0,2.0,1125.0,t,0.0,0.0,6.0,96.0,57.0,3.0,0.0,10,2.0,18.0,14544.0,4.82,4.84,4.72,4.89,4.86,4.8,4.71,f,1.0,1.0,0.0,0.0,1.15,Oslo,Entire Standard,Entire,Standard
22878,within an hour,100%,100%,t,1.0,2.0,t,Gamle Oslo,59.91327,10.78717,Entire Standard,Entire home/apt,4.0,1.0,1 bath,2.0,2.0,899.0,3,730.0,3.0,3.0,730.0,730.0,3.0,730.0,t,3.0,3.0,25.0,25.0,145.0,24.0,5.0,25,23.0,144.0,129456.0,4.92,4.97,4.74,4.86,4.98,4.83,4.92,f,1.0,1.0,0.0,0.0,1.95,Oslo,Entire Standard,Entire,Standard
22879,within an hour,100%,95%,t,2.0,4.0,t,Frogner,59.92093,10.71614,Entire Luxury,Entire home/apt,6.0,1.5,1.5 baths,3.0,6.0,4059.0,2,60.0,2.0,2.0,60.0,60.0,2.0,60.0,t,18.0,48.0,73.0,296.0,291.0,24.0,4.0,73,20.0,144.0,584496.0,4.94,4.87,4.88,4.91,5.0,4.96,4.79,f,1.0,1.0,0.0,0.0,2.16,Oslo,Entire Luxury,Entire,Luxury
22880,within a day,100%,50%,f,1.0,1.0,t,Gamle Oslo,59.91272,10.7791,Entire Standard,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,1125.0,4,1125.0,5.0,5.0,1125.0,1125.0,5.0,1125.0,t,0.0,0.0,0.0,146.0,39.0,4.0,1.0,0,3.0,32.0,36000.0,4.92,4.97,4.85,4.97,5.0,4.95,4.85,f,1.0,1.0,0.0,0.0,1.51,Oslo,Entire Standard,Entire,Standard
22881,within an hour,100%,75%,t,3.0,3.0,t,Frogner,59.91946,10.70101,Hotel,Private room,1.0,1.0,1 shared bath,1.0,1.0,446.0,30,220.0,30.0,30.0,220.0,220.0,30.0,220.0,t,16.0,46.0,76.0,166.0,42.0,0.0,0.0,80,0.0,0.0,0.0,4.86,4.79,4.93,4.98,4.95,4.93,4.88,f,3.0,1.0,2.0,0.0,2.92,Oslo,Hotel,Hotel,Hotel
22882,within an hour,100%,78%,t,1.0,4.0,t,Frogner,59.93059,10.71872,Hotel,Private room,2.0,1.0,1 shared bath,1.0,1.0,680.0,1,14.0,1.0,1.0,14.0,14.0,1.0,14.0,t,13.0,38.0,55.0,224.0,167.0,32.0,3.0,55,32.0,192.0,130560.0,4.95,4.95,4.92,4.95,4.92,4.99,4.92,f,1.0,0.0,1.0,0.0,2.63,Oslo,Hotel,Hotel,Hotel
22884,within an hour,100%,92%,f,4.0,11.0,t,Gamle Oslo,59.90919,10.76669,Entire Standard,Entire home/apt,5.0,1.0,1 bath,2.0,4.0,9500.0,2,1125.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,t,30.0,60.0,90.0,90.0,227.0,0.0,0.0,90,15.0,0.0,0.0,4.41,4.63,4.51,4.54,4.46,4.59,4.48,f,2.0,2.0,0.0,0.0,0.96,Oslo,Entire Standard,Entire,Standard
22886,within a few hours,60%,71%,f,3.0,33.0,t,Frogner,59.91737,10.71998,Entire Standard,Entire home/apt,5.0,2.0,2 baths,3.0,3.0,3643.0,4,1125.0,4.0,4.0,1125.0,1125.0,4.0,1125.0,t,30.0,60.0,90.0,180.0,23.0,0.0,0.0,94,0.0,0.0,0.0,4.7,4.87,4.65,4.74,4.7,4.96,4.74,f,2.0,2.0,0.0,0.0,1.84,Oslo,Entire Standard,Entire,Standard
22887,within an hour,100%,0%,f,1.0,1.0,t,Gamle Oslo,59.91859,10.79919,Entire Luxury,Entire home/apt,8.0,2.0,2 baths,4.0,5.0,2559.0,7,21.0,7.0,7.0,21.0,21.0,7.0,21.0,t,28.0,58.0,88.0,307.0,1.0,0.0,0.0,92,0.0,0.0,0.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,f,1.0,1.0,0.0,0.0,2.67,Oslo,Entire Luxury,Entire,Luxury
22888,within a few hours,100%,67%,f,1.0,6.0,t,St. Hanshaugen,59.93217,10.7317,Entire Standard,Entire home/apt,5.0,1.0,1 bath,2.0,3.0,1852.0,4,90.0,4.0,4.0,90.0,90.0,4.0,90.0,t,29.0,59.0,89.0,89.0,31.0,2.0,1.0,89,0.0,16.0,29632.0,4.61,4.61,4.55,4.45,4.77,4.71,4.61,f,1.0,1.0,0.0,0.0,2.33,Oslo,Entire Standard,Entire,Standard
22890,within an hour,100%,86%,t,2.0,4.0,t,Frogner,59.91342,10.72603,Entire Standard,Entire home/apt,7.0,1.5,1.5 baths,4.0,4.0,4524.0,4,1125.0,4.0,4.0,1125.0,1125.0,4.0,1125.0,t,19.0,20.0,20.0,20.0,30.0,11.0,2.0,20,2.0,88.0,398112.0,5.0,5.0,4.8,4.97,5.0,5.0,4.97,f,1.0,1.0,0.0,0.0,1.46,Oslo,Entire Standard,Entire,Standard
22893,within a few hours,100%,95%,f,5.0,9.0,t,Grünerløkka,59.91903,10.76494,Entire Luxury,Entire home/apt,4.0,1.0,1 bath,1.0,2.0,653.0,2,15.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,t,16.0,36.0,52.0,62.0,293.0,34.0,4.0,55,25.0,204.0,133212.0,4.86,4.91,4.85,4.91,4.99,4.82,4.79,f,1.0,1.0,0.0,0.0,0.91,Oslo,Entire Luxury,Entire,Luxury
