,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_total_listings_count,host_identity_verified,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,price_local,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,availability_eoy,number_of_reviews_ly,estimated_occupancy_l365d,estimated_revenue_l365d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,distance_to_center_km,city,property_type_grouped,property_privacy_level,property_category
23844,within an hour,100%,100%,f,1.0,2.0,f,Ullern,59.926273345947266,10.690632820129396,Entire Standard,Entire home/apt,5.0,1.5,1.5 baths,3.0,3.0,1530.0,3,1125.0,3.0,3.0,1125.0,1125.0,3.0,1125.0,t,0.0,0.0,3.0,100.0,9.0,1.0,0.0,7,1.0,6.0,9180.0,4.89,4.67,4.56,5.0,5.0,4.89,4.67,f,1.0,1.0,0.0,0.0,3.7,Oslo,Entire Standard,Entire,Standard
23847,within a day,100%,67%,f,1.0,1.0,t,Gamle Oslo,59.9126,10.77803,Entire Standard,Entire home/apt,5.0,1.0,1 bath,2.0,3.0,2302.0,4,21.0,4.0,4.0,21.0,21.0,4.0,21.0,t,27.0,57.0,87.0,87.0,5.0,2.0,0.0,87,0.0,16.0,36832.0,5.0,5.0,5.0,5.0,5.0,4.8,5.0,f,1.0,1.0,0.0,0.0,1.45,Oslo,Entire Standard,Entire,Standard
23848,within an hour,100%,100%,f,3.0,3.0,t,Frogner,59.91421,10.72198,Entire Standard,Entire home/apt,7.0,1.0,1 bath,3.0,4.0,2013.0,2,14.0,1.0,2.0,1125.0,1125.0,2.0,1125.0,t,6.0,19.0,33.0,101.0,262.0,42.0,2.0,34,67.0,252.0,507276.0,4.88,4.91,4.89,4.94,4.93,4.97,4.82,f,2.0,2.0,0.0,0.0,1.68,Oslo,Entire Standard,Entire,Standard
23850,within an hour,100%,67%,f,1.0,1.0,t,Østensjø,59.8971,10.85,Hotel,Private room,1.0,1.5,1.5 baths,1.0,1.0,450.0,1,1125.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,t,26.0,56.0,86.0,86.0,43.0,2.0,1.0,86,1.0,12.0,5400.0,4.86,4.95,4.63,4.95,4.95,4.65,4.81,f,1.0,0.0,1.0,0.0,5.76,Oslo,Hotel,Hotel,Hotel
23857,within a few hours,100%,0%,f,3.0,3.0,t,Grünerløkka,59.92503,10.76175,Hotel,Private room,2.0,1.5,1.5 shared baths,1.0,1.0,1726.0,1,60.0,1.0,1.0,60.0,60.0,1.0,60.0,t,29.0,59.0,89.0,269.0,82.0,0.0,0.0,93,5.0,0.0,0.0,4.83,4.93,4.83,4.98,4.98,4.83,4.83,f,1.0,0.0,1.0,0.0,1.35,Oslo,Hotel,Hotel,Hotel
23858,within a few hours,100%,89%,t,2.0,2.0,t,Sagene,59.94489987026513,10.768316388377894,Entire Standard,Entire home/apt,4.0,1.0,1 bath,2.0,2.0,1157.0,5,365.0,5.0,5.0,365.0,365.0,5.0,365.0,t,0.0,0.0,25.0,83.0,1.0,0.0,0.0,29,0.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,2.0,2.0,0.0,0.0,3.56,Oslo,Entire Standard,Entire,Standard
23861,within a day,67%,53%,f,1.0,5.0,t,Sentrum,59.90926,10.74771,Entire Standard,Entire home/apt,2.0,1.0,1 bath,1.0,0.0,960.0,2,365.0,2.0,2.0,365.0,365.0,2.0,365.0,t,0.0,0.0,0.0,56.0,7.0,7.0,1.0,0,0.0,42.0,40320.0,5.0,5.0,5.0,5.0,5.0,5.0,4.86,f,1.0,1.0,0.0,0.0,0.57,Oslo,Entire Standard,Entire,Standard
23862,within a day,100%,60%,f,1.0,4.0,t,Sagene,59.93805911866897,10.776676982893834,Entire Standard,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,1161.0,3,30.0,3.0,3.0,30.0,30.0,3.0,30.0,t,29.0,59.0,89.0,179.0,4.0,3.0,0.0,93,2.0,18.0,20898.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1.0,1.0,0.0,0.0,3.01,Oslo,Entire Standard,Entire,Standard
23864,within an hour,100%,99%,f,88.0,91.0,t,Grünerløkka,59.92398,10.76104,Entire Standard,Entire home/apt,2.0,1.0,1 bath,0.0,0.0,1125.0,3,364.0,3.0,3.0,1125.0,1125.0,3.0,1125.0,t,20.0,50.0,80.0,342.0,138.0,24.0,1.0,80,38.0,144.0,162000.0,4.59,4.76,4.74,4.74,4.57,4.86,4.57,f,88.0,88.0,0.0,0.0,1.22,Oslo,Entire Standard,Entire,Standard
23865,within an hour,100%,99%,f,88.0,91.0,t,Grünerløkka,59.92398,10.76104,Entire Standard,Entire home/apt,2.0,1.0,1 bath,0.0,0.0,1125.0,3,364.0,3.0,3.0,1125.0,1125.0,3.0,1125.0,t,29.0,59.0,87.0,357.0,123.0,18.0,2.0,87,29.0,108.0,121500.0,4.52,4.7,4.65,4.77,4.52,4.84,4.54,f,88.0,88.0,0.0,0.0,1.22,Oslo,Entire Standard,Entire,Standard
23866,within an hour,100%,99%,f,88.0,91.0,t,Grünerløkka,59.92398,10.76104,Entire Standard,Entire home/apt,2.0,1.0,1 bath,0.0,0.0,1125.0,3,364.0,3.0,3.0,1125.0,1125.0,3.0,1125.0,t,25.0,55.0,85.0,359.0,172.0,27.0,1.0,89,36.0,162.0,182250.0,4.56,4.7,4.72,4.87,4.56,4.85,4.54,f,88.0,88.0,0.0,0.0,1.22,Oslo,Entire Standard,Entire,Standard
23867,within an hour,100%,99%,f,88.0,91.0,t,Grünerløkka,59.92398,10.76104,Entire Standard,Entire home/apt,2.0,1.0,1 bath,0.0,0.0,1125.0,3,364.0,3.0,3.0,1125.0,1125.0,3.0,1125.0,t,23.0,50.0,80.0,354.0,150.0,16.0,1.0,84,32.0,96.0,108000.0,4.63,4.79,4.76,4.79,4.65,4.83,4.61,f,88.0,88.0,0.0,0.0,1.22,Oslo,Entire Standard,Entire,Standard
23868,within an hour,100%,99%,f,88.0,91.0,t,Grünerløkka,59.92398,10.76104,Entire Standard,Entire home/apt,2.0,1.0,1 bath,0.0,0.0,1125.0,3,364.0,3.0,3.0,1125.0,1125.0,3.0,1125.0,t,29.0,59.0,89.0,363.0,180.0,23.0,1.0,93,29.0,138.0,155250.0,4.53,4.7,4.67,4.74,4.56,4.82,4.55,f,88.0,88.0,0.0,0.0,1.22,Oslo,Entire Standard,Entire,Standard
23869,within an hour,100%,99%,f,88.0,91.0,t,Grünerløkka,59.92398,10.76104,Entire Standard,Entire home/apt,2.0,1.0,1 bath,0.0,0.0,1077.0,3,364.0,3.0,3.0,1125.0,1125.0,3.0,1125.0,t,10.0,28.0,58.0,325.0,132.0,39.0,4.0,59,31.0,234.0,252018.0,4.47,4.56,4.66,4.73,4.61,4.79,4.43,f,88.0,88.0,0.0,0.0,1.22,Oslo,Entire Standard,Entire,Standard
23881,within a few hours,100%,94%,t,1.0,1.0,t,Grünerløkka,59.92566,10.77418,Entire Standard,Entire home/apt,1.0,1.0,1 bath,0.0,1.0,655.0,2,30.0,1.0,2.0,30.0,30.0,2.0,30.0,t,2.0,2.0,2.0,2.0,167.0,25.0,5.0,2,26.0,150.0,98250.0,4.92,4.95,4.89,4.96,4.96,4.9,4.93,f,1.0,1.0,0.0,0.0,1.79,Oslo,Entire Standard,Entire,Standard
23882,within a day,100%,47%,f,2.0,3.0,t,Bjerke,59.93301,10.8106,Entire Standard,Entire home/apt,9.0,2.5,2.5 baths,4.0,3.0,3066.0,2,1068.0,2.0,4.0,1068.0,1068.0,3.6,1068.0,t,29.0,59.0,89.0,364.0,16.0,2.0,0.0,93,0.0,12.0,36792.0,4.88,4.69,4.75,4.69,4.75,4.94,4.69,f,1.0,1.0,0.0,0.0,3.89,Oslo,Entire Standard,Entire,Standard
23891,within a few hours,60%,71%,f,3.0,33.0,t,Frogner,59.91697,10.7143,Entire Standard,Entire home/apt,3.0,1.0,1 bath,1.0,1.0,1109.0,6,14.0,6.0,6.0,14.0,14.0,6.0,14.0,t,30.0,60.0,90.0,180.0,12.0,0.0,0.0,94,0.0,0.0,0.0,4.25,4.42,4.17,5.0,4.75,5.0,4.33,f,2.0,2.0,0.0,0.0,2.14,Oslo,Entire Standard,Entire,Standard
23896,within an hour,95%,63%,f,19.0,19.0,t,Gamle Oslo,59.90239,10.75456,Entire Standard,Entire home/apt,5.0,2.0,2 baths,2.0,3.0,10000.0,2,1125.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,t,30.0,60.0,90.0,270.0,11.0,4.0,0.0,94,4.0,24.0,240000.0,5.0,4.91,4.82,4.91,4.82,4.91,4.82,f,18.0,17.0,1.0,0.0,1.29,Oslo,Entire Standard,Entire,Standard
23901,within an hour,100%,86%,t,2.0,3.0,t,Gamle Oslo,59.90229,10.77609,Entire Standard,Entire home/apt,2.0,1.0,1 bath,0.0,2.0,615.0,2,1125.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,t,2.0,4.0,4.0,4.0,103.0,23.0,2.0,4,15.0,138.0,84870.0,4.82,4.83,4.87,4.87,4.91,4.76,4.68,f,2.0,2.0,0.0,0.0,1.85,Oslo,Entire Standard,Entire,Standard
23902,within a day,50%,39%,f,1.0,1.0,t,Grünerløkka,59.9202541,10.7648281,Entire Standard,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,1350.0,2,10.0,2.0,2.0,10.0,10.0,2.0,10.0,t,26.0,56.0,86.0,361.0,17.0,10.0,0.0,90,7.0,60.0,81000.0,4.94,5.0,4.88,4.82,4.88,4.82,4.94,f,1.0,1.0,0.0,0.0,1.0,Oslo,Entire Standard,Entire,Standard
23903,within a few hours,90%,71%,f,3.0,3.0,t,Gamle Oslo,59.90723,10.76824,Hotel,Private room,2.0,1.0,1 shared bath,1.0,1.0,546.0,3,1125.0,3.0,3.0,1125.0,1125.0,3.0,1125.0,t,19.0,49.0,79.0,79.0,51.0,1.0,1.0,79,4.0,6.0,3276.0,4.92,4.86,4.75,4.92,4.98,4.92,4.82,f,2.0,1.0,1.0,0.0,1.16,Oslo,Hotel,Hotel,Hotel
23907,within an hour,100%,100%,f,1.0,2.0,t,Grünerløkka,59.92583,10.76427,Entire Standard,Entire home/apt,4.0,1.0,1 bath,1.0,1.0,1518.0,2,30.0,2.0,6.0,30.0,30.0,2.1,30.0,t,10.0,12.0,12.0,12.0,19.0,3.0,1.0,12,0.0,18.0,27324.0,5.0,4.95,5.0,4.63,5.0,4.84,4.79,f,1.0,1.0,0.0,0.0,1.49,Oslo,Entire Standard,Entire,Standard
23908,within a few hours,100%,28%,f,2.0,2.0,t,Vestre Aker,59.9705696105957,10.650714874267578,Entire Standard,Entire home/apt,7.0,2.0,2 baths,4.0,4.0,2635.0,4,20.0,4.0,4.0,20.0,20.0,4.0,20.0,t,10.0,37.0,67.0,342.0,10.0,2.0,0.0,71,3.0,16.0,42160.0,4.9,4.9,4.8,5.0,5.0,4.9,5.0,f,1.0,1.0,0.0,0.0,8.46,Oslo,Entire Standard,Entire,Standard
23912,within an hour,100%,25%,f,1.0,1.0,t,Frogner,59.9125905,10.7188624,Entire Standard,Entire home/apt,3.0,1.0,1 bath,1.0,1.0,1596.0,2,30.0,2.0,3.0,30.0,30.0,2.9,30.0,t,18.0,36.0,57.0,332.0,1.0,1.0,0.0,61,0.0,6.0,9576.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1.0,1.0,0.0,0.0,1.86,Oslo,Entire Standard,Entire,Standard
23918,within an hour,100%,90%,t,3.0,3.0,t,Gamle Oslo,59.90937,10.76806,Hotel,Private room,1.0,1.0,1 shared bath,1.0,1.0,749.0,1,600.0,1.0,7.0,600.0,600.0,1.2,600.0,t,5.0,5.0,32.0,307.0,70.0,10.0,1.0,36,13.0,60.0,44940.0,4.81,4.9,4.94,4.83,4.94,4.89,4.77,f,3.0,1.0,2.0,0.0,1.02,Oslo,Hotel,Hotel,Hotel
23919,within an hour,100%,97%,t,2.0,2.0,t,Gamle Oslo,59.91525,10.77724,Entire Standard,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,882.0,2,15.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,t,20.0,45.0,75.0,120.0,216.0,23.0,3.0,79,34.0,138.0,121716.0,4.79,4.82,4.83,4.75,4.92,4.79,4.76,f,1.0,1.0,0.0,0.0,1.4,Oslo,Entire Standard,Entire,Standard
23923,within an hour,100%,100%,t,2.0,2.0,t,Grünerløkka,59.92104,10.75186,Entire Standard,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,1200.0,28,340.0,2.0,28.0,1125.0,1125.0,25.8,1125.0,t,7.0,7.0,7.0,32.0,48.0,8.0,2.0,7,2.0,255.0,306000.0,4.94,4.88,4.9,5.0,5.0,4.98,4.83,f,2.0,2.0,0.0,0.0,0.79,Oslo,Entire Standard,Entire,Standard
23925,within an hour,100%,98%,t,1.0,1.0,t,Grünerløkka,59.93178,10.77555,Entire Standard,Entire home/apt,3.0,1.0,1 bath,1.0,3.0,803.0,2,20.0,1.0,6.0,1125.0,1125.0,2.2,1125.0,t,1.0,4.0,7.0,16.0,96.0,33.0,3.0,11,38.0,198.0,158994.0,4.95,4.94,4.91,4.99,4.99,4.88,4.86,f,1.0,1.0,0.0,0.0,2.38,Oslo,Entire Standard,Entire,Standard
23926,within an hour,100%,97%,t,1.0,1.0,t,Østensjø,59.89867,10.84549,Hotel,Private room,1.0,1.0,1 shared bath,1.0,1.0,350.0,2,14.0,2.0,2.0,14.0,14.0,2.0,14.0,t,0.0,0.0,0.0,28.0,68.0,27.0,0.0,0,29.0,162.0,56700.0,4.96,4.93,4.97,4.97,4.91,4.69,4.93,f,1.0,0.0,1.0,0.0,5.47,Oslo,Hotel,Hotel,Hotel
23928,within an hour,100%,86%,t,1.0,2.0,t,Sagene,59.93451,10.76322,Entire Standard,Entire home/apt,3.0,1.0,1 bath,1.0,2.0,783.0,4,60.0,3.0,4.0,60.0,60.0,4.0,60.0,t,12.0,13.0,13.0,13.0,82.0,14.0,2.0,13,28.0,112.0,87696.0,4.9,4.91,4.89,4.95,4.99,4.87,4.83,f,1.0,1.0,0.0,0.0,2.37,Oslo,Entire Standard,Entire,Standard
23931,within an hour,100%,100%,t,1.0,1.0,t,Vestre Aker,59.94383,10.70076,Entire Standard,Entire home/apt,4.0,1.0,1 bath,2.0,3.0,906.0,6,730.0,6.0,25.0,730.0,730.0,6.8,730.0,t,14.0,14.0,14.0,66.0,74.0,3.0,0.0,14,8.0,36.0,32616.0,4.82,4.88,4.76,4.93,4.91,4.82,4.78,t,1.0,1.0,0.0,0.0,4.39,Oslo,Entire Standard,Entire,Standard
23932,within an hour,100%,100%,f,1.0,1.0,t,Gamle Oslo,59.90484,10.77241,Entire Standard,Entire home/apt,4.0,1.0,1 bath,2.0,3.0,1531.0,3,365.0,3.0,3.0,365.0,365.0,3.0,365.0,t,29.0,59.0,89.0,179.0,25.0,5.0,0.0,93,8.0,30.0,45930.0,4.76,4.96,4.96,4.84,5.0,4.56,4.56,f,1.0,1.0,0.0,0.0,1.51,Oslo,Entire Standard,Entire,Standard
23933,within an hour,100%,100%,f,1.0,2.0,f,Vestre Aker,59.95395,10.66751,Entire Standard,Entire home/apt,5.0,1.0,1 bath,1.0,2.0,1710.0,2,120.0,2.0,2.0,120.0,120.0,2.0,120.0,t,0.0,27.0,57.0,57.0,5.0,2.0,0.0,57,0.0,12.0,20520.0,5.0,5.0,5.0,4.8,4.8,5.0,5.0,f,1.0,1.0,0.0,0.0,6.49,Oslo,Entire Standard,Entire,Standard
23935,within a day,100%,0%,f,1.0,1.0,t,Nordstrand,59.86699,10.80981,Entire Standard,Entire home/apt,6.0,1.5,1.5 baths,3.0,3.0,2470.0,5,1125.0,5.0,5.0,1125.0,1125.0,5.0,1125.0,t,14.0,44.0,74.0,254.0,8.0,0.0,0.0,78,0.0,0.0,0.0,4.88,5.0,4.88,5.0,5.0,5.0,4.88,f,1.0,1.0,0.0,0.0,6.13,Oslo,Entire Standard,Entire,Standard
23936,within an hour,100%,63%,f,1.0,1.0,t,St. Hanshaugen,59.9288444,10.7473576,Entire Standard,Entire home/apt,6.0,1.5,1.5 baths,3.0,4.0,4500.0,4,30.0,4.0,4.0,30.0,30.0,4.0,30.0,t,0.0,0.0,3.0,104.0,7.0,3.0,0.0,3,3.0,24.0,108000.0,5.0,5.0,5.0,5.0,5.0,4.86,4.86,f,1.0,1.0,0.0,0.0,1.68,Oslo,Entire Standard,Entire,Standard
23937,within an hour,100%,77%,f,1.0,2.0,f,Nordre Aker,59.94186,10.73224,Entire Luxury,Entire home/apt,1.0,1.0,1 bath,1.0,5.0,1220.0,2,30.0,2.0,3.0,30.0,30.0,2.9,30.0,t,0.0,0.0,28.0,28.0,7.0,7.0,0.0,28,0.0,42.0,51240.0,5.0,4.86,4.71,5.0,5.0,5.0,4.71,f,1.0,1.0,0.0,0.0,3.3,Oslo,Entire Luxury,Entire,Luxury
23939,within a few hours,100%,86%,f,1.0,1.0,t,Nordre Aker,59.96264,10.76588,Entire Standard,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,753.0,2,365.0,2.0,2.0,365.0,365.0,2.0,365.0,t,16.0,46.0,76.0,80.0,4.0,4.0,1.0,80,2.0,24.0,18072.0,5.0,5.0,5.0,5.0,5.0,4.75,4.75,f,1.0,1.0,0.0,0.0,5.47,Oslo,Entire Standard,Entire,Standard
23940,within an hour,100%,100%,t,1.0,3.0,t,St. Hanshaugen,59.92073,10.73816,Entire Standard,Entire home/apt,4.0,1.0,1 bath,2.0,3.0,1070.0,2,2.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,t,8.0,11.0,11.0,11.0,153.0,3.0,0.0,11,38.0,18.0,19260.0,4.8,4.81,4.73,4.84,4.79,4.86,4.7,t,1.0,1.0,0.0,0.0,1.09,Oslo,Entire Standard,Entire,Standard
23943,within a day,91%,51%,t,22.0,29.0,t,Gamle Oslo,59.90251,10.7546,Entire Standard,Entire home/apt,4.0,1.0,1 bath,2.0,2.0,3000.0,2,1125.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,t,28.0,58.0,88.0,184.0,5.0,0.0,0.0,92,0.0,0.0,0.0,5.0,5.0,4.8,4.8,5.0,5.0,4.6,f,20.0,20.0,0.0,0.0,1.27,Oslo,Entire Standard,Entire,Standard
23944,within a day,91%,51%,t,22.0,29.0,t,Gamle Oslo,59.90304,10.75666,Entire Standard,Entire home/apt,4.0,1.0,1 bath,2.0,2.0,2200.0,2,1125.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,t,28.0,58.0,88.0,184.0,9.0,0.0,0.0,92,0.0,0.0,0.0,4.89,4.89,4.78,4.89,4.67,5.0,4.56,f,20.0,20.0,0.0,0.0,1.23,Oslo,Entire Standard,Entire,Standard
23946,within a day,82%,27%,f,1.0,1.0,t,Gamle Oslo,59.91121,10.77214,Entire Standard,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,785.0,3,14.0,3.0,3.0,14.0,14.0,3.0,14.0,t,9.0,21.0,40.0,41.0,6.0,6.0,1.0,41,0.0,36.0,28260.0,5.0,5.0,5.0,4.67,5.0,4.83,5.0,f,1.0,1.0,0.0,0.0,1.15,Oslo,Entire Standard,Entire,Standard
23947,a few days or more,10%,0%,f,1.0,1.0,t,Ullern,59.92109,10.65247,Entire Standard,Entire home/apt,7.0,2.0,2 baths,5.0,10.0,1764.0,5,15.0,5.0,5.0,15.0,15.0,5.0,15.0,t,18.0,48.0,67.0,157.0,6.0,0.0,0.0,71,0.0,0.0,0.0,4.83,4.83,5.0,4.67,5.0,4.83,4.83,f,1.0,1.0,0.0,0.0,5.62,Oslo,Entire Standard,Entire,Standard
23950,within a few hours,100%,33%,f,1.0,2.0,t,Nordstrand,59.88046,10.81237,Entire Standard,Entire home/apt,6.0,1.5,1.5 baths,2.0,4.0,3300.0,3,14.0,2.0,3.0,14.0,14.0,2.9,14.0,t,27.0,57.0,87.0,362.0,5.0,2.0,0.0,91,2.0,12.0,39600.0,5.0,5.0,5.0,5.0,5.0,5.0,4.8,f,1.0,1.0,0.0,0.0,5.01,Oslo,Entire Standard,Entire,Standard
23951,within an hour,90%,98%,t,1.0,1.0,t,Gamle Oslo,59.90167,10.75709,Entire Standard,Entire home/apt,7.0,2.0,2 baths,3.0,4.0,2052.0,2,1125.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,t,13.0,35.0,53.0,131.0,345.0,47.0,4.0,53,66.0,255.0,523260.0,4.89,4.91,4.82,4.9,4.97,4.85,4.78,f,1.0,1.0,0.0,0.0,1.39,Oslo,Entire Standard,Entire,Standard
23954,within a day,100%,81%,t,1.0,1.0,t,Gamle Oslo,59.90697,10.77276,Entire Standard,Entire home/apt,5.0,1.0,1 bath,3.0,6.0,1228.0,2,7.0,2.0,2.0,7.0,7.0,2.0,7.0,t,14.0,40.0,55.0,55.0,21.0,20.0,0.0,55,0.0,120.0,147360.0,4.76,4.71,4.67,4.76,4.71,4.71,4.71,f,1.0,1.0,0.0,0.0,1.38,Oslo,Entire Standard,Entire,Standard
23957,within an hour,100%,100%,f,3.0,4.0,f,Grünerløkka,59.92634,10.76799,Entire Standard,Entire home/apt,3.0,1.0,1 bath,2.0,5.0,3794.0,2,365.0,2.0,2.0,365.0,365.0,2.0,365.0,t,0.0,0.0,0.0,59.0,2.0,2.0,0.0,0,0.0,12.0,45528.0,5.0,4.5,5.0,5.0,5.0,5.0,5.0,t,2.0,2.0,0.0,0.0,1.64,Oslo,Entire Standard,Entire,Standard
23958,within an hour,100%,86%,t,2.0,3.0,t,Gamle Oslo,59.90241,10.77419,Entire Standard,Entire home/apt,3.0,1.0,1 bath,1.0,1.0,1215.0,2,1125.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,t,10.0,10.0,10.0,10.0,23.0,5.0,2.0,10,4.0,30.0,36450.0,4.83,4.74,4.7,4.83,4.83,4.83,4.83,f,2.0,2.0,0.0,0.0,1.77,Oslo,Entire Standard,Entire,Standard
23968,within a few hours,100%,95%,t,1.0,4.0,t,St. Hanshaugen,59.92457,10.73652,Hotel,Private room,2.0,1.0,1 shared bath,1.0,1.0,767.0,2,20.0,1.0,2.0,20.0,20.0,2.0,20.0,t,10.0,34.0,56.0,56.0,180.0,40.0,5.0,56,41.0,240.0,184080.0,4.99,4.97,4.97,4.98,4.99,4.94,4.94,f,1.0,0.0,1.0,0.0,1.47,Oslo,Hotel,Hotel,Hotel
23971,within a day,100%,33%,f,1.0,1.0,t,Frogner,59.91759,10.71721,Entire Standard,Entire home/apt,3.0,1.0,1 bath,2.0,2.0,2500.0,3,1125.0,3.0,3.0,1125.0,1125.0,3.0,1125.0,t,27.0,27.0,31.0,113.0,17.0,0.0,0.0,31,0.0,0.0,0.0,4.94,5.0,4.76,5.0,5.0,5.0,4.88,f,1.0,1.0,0.0,0.0,1.99,Oslo,Entire Standard,Entire,Standard
23972,within an hour,100%,84%,t,1.0,1.0,t,Sagene,59.93272,10.76059,Entire Standard,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,522.0,3,365.0,3.0,3.0,365.0,365.0,3.0,365.0,t,26.0,56.0,86.0,90.0,8.0,4.0,2.0,90,5.0,24.0,12528.0,4.25,4.5,3.75,4.75,4.25,4.75,4.13,f,1.0,1.0,0.0,0.0,2.14,Oslo,Entire Standard,Entire,Standard
23974,within an hour,100%,100%,t,4.0,4.0,t,St. Hanshaugen,59.92421,10.7435,Entire Standard,Entire home/apt,9.0,1.5,1.5 baths,5.0,5.0,2528.0,2,45.0,2.0,2.0,45.0,45.0,2.0,45.0,t,7.0,15.0,29.0,206.0,217.0,66.0,4.0,29,73.0,255.0,644640.0,4.82,4.85,4.81,4.87,4.83,4.9,4.77,f,3.0,3.0,0.0,0.0,1.24,Oslo,Entire Standard,Entire,Standard
23977,within an hour,100%,98%,f,1.0,1.0,t,Frogner,59.91981,10.72508,Hotel,Private room,2.0,1.0,1 shared bath,1.0,1.0,678.0,1,7.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,t,1.0,1.0,1.0,1.0,127.0,22.0,4.0,1,22.0,132.0,89496.0,4.82,4.83,4.52,4.91,4.98,4.98,4.76,t,1.0,0.0,1.0,0.0,1.65,Oslo,Hotel,Hotel,Hotel
23978,within an hour,100%,98%,t,1.0,1.0,t,Sagene,59.93452,10.76198,Hotel,Private room,2.0,1.0,1 private bath,1.0,1.0,600.0,1,14.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,t,10.0,13.0,29.0,196.0,254.0,47.0,4.0,29,59.0,255.0,153000.0,4.9,4.9,4.94,4.91,4.96,4.78,4.84,f,1.0,0.0,1.0,0.0,2.36,Oslo,Hotel,Hotel,Hotel
23979,within an hour,100%,94%,t,1.0,2.0,t,Grünerløkka,59.92173,10.79217,Entire Luxury,Entire home/apt,1.0,1.0,1 bath,0.0,1.0,724.0,1,120.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,t,0.0,9.0,39.0,219.0,118.0,20.0,1.0,43,18.0,120.0,86880.0,4.95,4.95,4.97,4.96,4.96,4.8,4.89,f,1.0,1.0,0.0,0.0,2.39,Oslo,Entire Luxury,Entire,Luxury
23980,within a few hours,100%,64%,t,1.0,1.0,t,Sagene,59.93557,10.76188,Entire Standard,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,858.0,3,200.0,3.0,3.0,200.0,200.0,3.0,200.0,t,0.0,9.0,29.0,29.0,23.0,2.0,0.0,29,14.0,12.0,10296.0,4.91,4.96,4.87,4.91,5.0,4.87,4.74,f,1.0,1.0,0.0,0.0,2.47,Oslo,Entire Standard,Entire,Standard
23982,within a few hours,100%,45%,f,1.0,1.0,t,Nordstrand,59.8686,10.79186,Entire Standard,Entire home/apt,6.0,1.0,1 bath,3.0,3.0,1840.0,3,7.0,2.0,2.0,7.0,7.0,2.0,7.0,t,15.0,31.0,41.0,206.0,27.0,8.0,1.0,41,1.0,48.0,88320.0,4.7,4.89,4.48,4.96,4.93,4.78,4.78,f,1.0,1.0,0.0,0.0,5.5,Oslo,Entire Standard,Entire,Standard
23985,within an hour,100%,100%,f,1.0,2.0,t,Gamle Oslo,59.90628,10.78806,Entire Standard,Entire home/apt,2.0,1.5,1.5 baths,1.0,2.0,436.0,7,730.0,1.0,7.0,730.0,730.0,6.4,730.0,t,14.0,21.0,21.0,21.0,3.0,0.0,0.0,21,0.0,0.0,0.0,3.67,4.33,4.0,4.0,4.67,4.67,4.33,t,1.0,1.0,0.0,0.0,2.17,Oslo,Entire Standard,Entire,Standard
23989,within an hour,100%,100%,f,1.0,1.0,t,St. Hanshaugen,59.92012,10.73891,Hotel,Private room,1.0,1.0,1 shared bath,1.0,1.0,522.0,1,14.0,1.0,1.0,14.0,14.0,1.0,14.0,t,7.0,12.0,12.0,12.0,205.0,17.0,6.0,12,29.0,102.0,53244.0,4.86,4.93,4.77,4.96,4.98,4.93,4.88,f,1.0,0.0,1.0,0.0,1.01,Oslo,Hotel,Hotel,Hotel
