,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_total_listings_count,host_identity_verified,neighbourhood_cleansed,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,price_local,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,availability_eoy,number_of_reviews_ly,estimated_occupancy_l365d,estimated_revenue_l365d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,distance_to_center_km,city,property_type_grouped,property_privacy_level,property_category,has_reviews
31275,within a few hours,100%,82%,f,1.0,1.0,t,St. Hanshaugen,Entire Standard,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,1643.0,1,365.0,2.0,2.0,365.0,365.0,2.0,365.0,t,29.0,59.0,89.0,364.0,6.0,6.0,0.0,93,0.0,36.0,59148.0,4.67,4.83,4.67,4.33,4.67,4.83,4.67,f,1.0,1.0,0.0,0.0,1.8,Oslo,Entire Standard,Entire,Standard,1
31277,within a few hours,100%,100%,f,2.0,2.0,t,Grünerløkka,Entire Standard,Entire home/apt,4.0,1.0,1 bath,2.0,2.0,2227.0,2,30.0,2.0,2.0,30.0,30.0,2.0,30.0,t,18.0,47.0,75.0,165.0,5.0,5.0,0.0,79,0.0,30.0,66810.0,5.0,5.0,4.8,5.0,5.0,5.0,5.0,f,1.0,1.0,0.0,0.0,0.88,Oslo,Entire Standard,Entire,Standard,1
31278,within a day,83%,57%,f,1.0,1.0,t,Nordre Aker,Entire Standard,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,750.0,3,30.0,3.0,3.0,30.0,30.0,3.0,30.0,t,0.0,0.0,0.0,53.0,3.0,3.0,0.0,0,0.0,18.0,13500.0,5.0,4.67,5.0,5.0,5.0,4.67,5.0,f,1.0,1.0,0.0,0.0,5.1,Oslo,Entire Standard,Entire,Standard,1
31281,within an hour,100%,96%,t,1.0,1.0,t,Gamle Oslo,Entire Standard,Entire home/apt,2.0,1.5,1.5 baths,1.0,1.0,1027.0,2,14.0,2.0,2.0,14.0,14.0,2.0,14.0,t,0.0,0.0,21.0,21.0,41.0,41.0,1.0,21,0.0,246.0,252642.0,4.88,4.93,4.88,4.73,4.9,4.73,4.78,f,1.0,1.0,0.0,0.0,0.8,Oslo,Entire Standard,Entire,Standard,1
31282,within an hour,100%,99%,f,5.0,14.0,t,Gamle Oslo,Entire Standard,Entire home/apt,8.0,1.0,1 bath,1.0,7.0,2290.0,1,1125.0,1.0,1.0,1.0,1125.0,1.0,1011.4,t,6.0,27.0,51.0,325.0,2.0,2.0,0.0,54,1.0,12.0,27480.0,3.5,3.5,3.5,3.5,4.0,4.5,3.5,t,1.0,1.0,0.0,0.0,0.77,Oslo,Entire Standard,Entire,Standard,1
31283,within an hour,100%,55%,t,9.0,9.0,t,Østensjø,Entire Standard,Entire home/apt,2.0,1.0,1 bath,0.0,1.0,500.0,31,365.0,31.0,31.0,365.0,365.0,31.0,365.0,t,0.0,17.0,47.0,47.0,1.0,1.0,0.0,47,1.0,62.0,31000.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,f,7.0,1.0,6.0,0.0,6.82,Oslo,Entire Standard,Entire,Standard,1
31284,within an hour,100%,100%,f,1.0,1.0,t,Sagene,Entire Standard,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,982.0,3,30.0,3.0,3.0,30.0,30.0,3.0,30.0,t,21.0,51.0,81.0,171.0,6.0,6.0,0.0,85,2.0,36.0,35352.0,5.0,5.0,4.67,5.0,5.0,4.83,4.83,f,1.0,1.0,0.0,0.0,3.47,Oslo,Entire Standard,Entire,Standard,1
31286,within an hour,100%,99%,f,5.0,5.0,t,Gamle Oslo,Hotel,Private room,1.0,1.0,1 shared bath,1.0,1.0,515.0,1,30.0,1.0,1.0,30.0,30.0,1.0,30.0,t,2.0,15.0,38.0,301.0,28.0,28.0,1.0,38,13.0,168.0,86520.0,4.93,4.93,4.89,4.86,4.93,4.86,4.86,f,5.0,0.0,5.0,0.0,0.64,Oslo,Hotel,Hotel,Hotel,1
31287,within an hour,100%,100%,f,4.0,4.0,t,St. Hanshaugen,Hotel,Private room,2.0,1.0,1 shared bath,1.0,1.0,696.0,2,365.0,2.0,2.0,365.0,365.0,2.0,365.0,t,17.0,25.0,44.0,280.0,2.0,2.0,0.0,45,2.0,12.0,8352.0,5.0,5.0,4.0,4.5,5.0,5.0,4.5,t,3.0,2.0,1.0,0.0,0.44,Oslo,Hotel,Hotel,Hotel,1
31288,within an hour,100%,97%,t,2.0,2.0,t,Grünerløkka,Entire Standard,Entire home/apt,4.0,1.0,1 bath,1.0,2.0,1283.0,3,90.0,3.0,3.0,90.0,90.0,3.0,90.0,t,12.0,17.0,17.0,21.0,34.0,34.0,0.0,17,4.0,204.0,261732.0,4.91,4.97,4.94,4.76,4.97,4.94,4.82,f,1.0,1.0,0.0,0.0,1.02,Oslo,Entire Standard,Entire,Standard,1
31290,within an hour,100%,100%,f,6.0,11.0,t,Gamle Oslo,Entire Standard,Entire home/apt,4.0,1.0,1 bath,1.0,1.0,1254.0,1,365.0,1.0,2.0,1125.0,1125.0,1.2,1125.0,t,12.0,29.0,44.0,269.0,53.0,53.0,7.0,47,1.0,255.0,319770.0,4.77,4.66,4.87,4.62,4.85,4.83,4.68,t,5.0,5.0,0.0,0.0,1.0,Oslo,Entire Standard,Entire,Standard,1
31292,a few days or more,0%,35%,f,1.0,1.0,t,Gamle Oslo,Entire Standard,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,1492.0,5,14.0,5.0,5.0,14.0,14.0,5.0,14.0,t,29.0,59.0,89.0,179.0,4.0,4.0,0.0,93,2.0,40.0,59680.0,5.0,4.75,4.75,4.5,5.0,4.75,5.0,f,1.0,1.0,0.0,0.0,1.87,Oslo,Entire Standard,Entire,Standard,1
31293,within an hour,100%,55%,t,3.0,4.0,t,Grünerløkka,Hotel,Private room,1.0,1.0,1 private bath,1.0,1.0,667.0,2,30.0,2.0,2.0,30.0,30.0,2.0,30.0,t,30.0,60.0,90.0,365.0,21.0,21.0,2.0,94,4.0,126.0,84042.0,4.9,4.9,4.95,4.9,5.0,4.9,4.95,f,3.0,2.0,1.0,0.0,1.96,Oslo,Hotel,Hotel,Hotel,1
31294,within an hour,100%,100%,t,28.0,31.0,t,Sentrum,Entire Standard,Entire home/apt,4.0,1.0,1 bath,1.0,2.0,778.0,2,365.0,2.0,2.0,365.0,365.0,2.0,365.0,t,0.0,0.0,0.0,0.0,19.0,19.0,0.0,0,6.0,114.0,88692.0,4.79,4.79,4.68,4.89,4.89,4.95,4.84,f,26.0,26.0,0.0,0.0,0.56,Oslo,Entire Standard,Entire,Standard,1
31295,within a few hours,100%,25%,f,1.0,1.0,f,Sagene,Entire Standard,Entire home/apt,3.0,1.0,1 bath,2.0,2.0,1305.0,20,60.0,20.0,20.0,60.0,60.0,20.0,60.0,t,30.0,60.0,90.0,365.0,1.0,1.0,0.0,94,1.0,40.0,52200.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,f,1.0,1.0,0.0,0.0,3.51,Oslo,Entire Standard,Entire,Standard,1
31299,within a day,90%,66%,f,1.0,1.0,t,Frogner,Entire Standard,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,1106.0,3,1125.0,2.0,3.0,1125.0,1125.0,3.0,1125.0,t,2.0,2.0,7.0,14.0,45.0,45.0,4.0,10,12.0,255.0,282030.0,4.91,4.93,4.89,4.96,4.98,4.89,4.8,f,1.0,1.0,0.0,0.0,2.59,Oslo,Entire Standard,Entire,Standard,1
31302,within an hour,100%,98%,t,2.0,5.0,t,Nordstrand,Entire Luxury,Entire home/apt,4.0,1.0,1 bath,2.0,2.0,1338.0,2,31.0,2.0,2.0,31.0,31.0,2.0,31.0,t,25.0,52.0,69.0,69.0,18.0,18.0,4.0,69,0.0,108.0,144504.0,5.0,4.89,5.0,4.94,4.94,5.0,4.94,f,2.0,2.0,0.0,0.0,5.14,Oslo,Entire Luxury,Entire,Luxury,1
31303,within a few hours,100%,67%,f,1.0,3.0,f,Søndre Nordstrand,Entire Standard,Entire home/apt,6.0,2.0,2 baths,3.0,4.0,1417.0,2,21.0,2.0,2.0,21.0,21.0,2.0,21.0,t,12.0,24.0,35.0,309.0,2.0,2.0,0.0,38,0.0,12.0,17004.0,5.0,4.5,5.0,5.0,5.0,5.0,5.0,f,1.0,1.0,0.0,0.0,9.8,Oslo,Entire Standard,Entire,Standard,1
31307,a few days or more,0%,100%,f,1.0,1.0,f,Grünerløkka,Entire Standard,Entire home/apt,5.0,1.0,1 bath,3.0,3.0,3196.0,4,90.0,1.0,4.0,90.0,90.0,4.0,90.0,t,0.0,0.0,29.0,95.0,5.0,5.0,0.0,33,1.0,40.0,127840.0,5.0,4.8,5.0,5.0,5.0,4.8,4.6,f,1.0,1.0,0.0,0.0,0.98,Oslo,Entire Standard,Entire,Standard,1
31311,a few days or more,0%,0%,f,1.0,1.0,t,Frogner,Entire Standard,Entire home/apt,4.0,1.0,1 bath,1.0,2.0,1218.0,1,365.0,1.0,1.0,365.0,365.0,1.0,365.0,t,30.0,60.0,90.0,365.0,0.0,0.0,0.0,94,0.0,0.0,0.0,4.637953764061105,4.68908971848414,4.536238279379535,4.852536323324054,4.689407220401467,4.282444332415412,4.588193991361528,f,1.0,1.0,0.0,0.0,2.21,Oslo,Entire Standard,Entire,Standard,0
31312,within an hour,100%,100%,f,2.0,3.0,t,Sagene,Entire Standard,Entire home/apt,4.0,1.0,1 bath,1.0,2.0,1359.0,1,30.0,1.0,2.0,1125.0,1125.0,1.1,1125.0,t,23.0,53.0,83.0,262.0,4.0,4.0,1.0,87,0.0,24.0,32616.0,5.0,5.0,5.0,4.75,5.0,5.0,5.0,f,1.0,1.0,0.0,0.0,3.34,Oslo,Entire Standard,Entire,Standard,1
31313,within a day,83%,85%,t,1.0,1.0,t,Sentrum,Entire Standard,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,986.0,3,365.0,1.0,4.0,365.0,365.0,3.1,365.0,t,2.0,29.0,37.0,51.0,15.0,15.0,0.0,37,3.0,90.0,88740.0,4.8,4.8,4.53,4.87,4.73,5.0,4.67,f,1.0,1.0,0.0,0.0,0.4,Oslo,Entire Standard,Entire,Standard,1
31314,a few days or more,50%,7%,f,1.0,1.0,f,Grünerløkka,Entire Standard,Entire home/apt,4.0,1.0,1 bath,2.0,2.0,1700.0,3,30.0,3.0,3.0,30.0,30.0,3.0,30.0,t,20.0,50.0,80.0,84.0,2.0,2.0,0.0,84,1.0,12.0,20400.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1.0,1.0,0.0,0.0,1.02,Oslo,Entire Standard,Entire,Standard,1
31315,a few days or more,0%,0%,f,1.0,1.0,t,Nordstrand,Entire Standard,Entire home/apt,4.0,1.0,1 bath,2.0,2.0,1170.0,30,365.0,30.0,30.0,365.0,365.0,30.0,365.0,t,30.0,60.0,90.0,365.0,0.0,0.0,0.0,94,0.0,0.0,0.0,4.610224794031042,4.657509116178206,4.488197548238402,4.874150210690706,4.627223503047043,4.654561754785755,4.583914969671679,f,1.0,1.0,0.0,0.0,3.45,Oslo,Entire Standard,Entire,Standard,0
31316,within an hour,100%,100%,t,1.0,1.0,t,Bjerke,Entire Standard,Entire home/apt,5.0,1.0,1 bath,3.0,3.0,1040.0,2,1125.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,t,21.0,51.0,79.0,169.0,41.0,41.0,4.0,83,0.0,246.0,255840.0,4.98,4.95,4.88,4.95,4.98,4.83,4.9,f,1.0,1.0,0.0,0.0,4.07,Oslo,Entire Standard,Entire,Standard,1
31317,within an hour,100%,44%,f,1.0,1.0,t,Nordre Aker,Hotel,Private room,2.0,0.5,Private half-bath,1.0,1.0,630.0,1,365.0,1.0,1.0,365.0,365.0,1.0,365.0,t,25.0,55.0,85.0,360.0,10.0,10.0,5.0,89,0.0,60.0,37800.0,4.9,4.9,4.8,4.9,4.9,4.7,4.7,f,1.0,0.0,1.0,0.0,4.37,Oslo,Hotel,Hotel,Hotel,1
31318,within an hour,100%,99%,t,2.0,2.0,t,Østensjø,Hotel,Private room,2.0,1.0,1 shared bath,1.0,1.0,323.0,1,365.0,1.0,1.0,365.0,365.0,1.0,365.0,t,0.0,11.0,21.0,258.0,78.0,78.0,7.0,21,13.0,255.0,82365.0,4.88,4.94,4.88,4.94,4.96,4.74,4.92,f,2.0,0.0,2.0,0.0,3.95,Oslo,Hotel,Hotel,Hotel,1
31321,within a day,100%,13%,f,1.0,2.0,t,Grünerløkka,Entire Standard,Entire home/apt,4.0,1.0,1 bath,1.0,3.0,1400.0,3,365.0,3.0,3.0,365.0,365.0,3.0,365.0,t,30.0,60.0,90.0,365.0,0.0,0.0,0.0,94,0.0,0.0,0.0,4.785640596882293,4.6401391895861686,4.6385731356971345,4.853381985020653,4.851543786439881,4.848994456483332,4.721405664896568,f,1.0,1.0,0.0,0.0,1.86,Oslo,Entire Standard,Entire,Standard,0
31322,within a few hours,100%,53%,f,1.0,1.0,t,St. Hanshaugen,Entire Standard,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,1749.0,2,40.0,2.0,4.0,40.0,40.0,2.1,40.0,t,0.0,0.0,3.0,25.0,9.0,9.0,1.0,7,2.0,54.0,94446.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1.0,1.0,0.0,0.0,0.52,Oslo,Entire Standard,Entire,Standard,1
31323,within an hour,100%,96%,f,2.0,6.0,t,Gamle Oslo,Entire Standard,Entire home/apt,4.0,1.0,1 bath,3.0,3.0,823.0,1,365.0,1.0,4.0,365.0,365.0,2.6,365.0,t,24.0,54.0,84.0,354.0,26.0,26.0,6.0,88,1.0,156.0,128388.0,4.85,4.85,4.85,4.81,4.88,4.92,4.85,f,2.0,2.0,0.0,0.0,1.53,Oslo,Entire Standard,Entire,Standard,1
31324,within a few hours,86%,36%,f,1.0,3.0,t,Sagene,Entire Standard,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,1290.0,2,14.0,2.0,2.0,14.0,14.0,2.0,14.0,t,30.0,60.0,90.0,180.0,2.0,2.0,0.0,94,0.0,12.0,15480.0,5.0,5.0,4.5,5.0,5.0,5.0,4.5,f,1.0,1.0,0.0,0.0,3.39,Oslo,Entire Standard,Entire,Standard,1
31325,within an hour,100%,75%,t,2.0,2.0,t,Gamle Oslo,Entire Standard,Entire home/apt,6.0,1.0,1 bath,2.0,3.0,2347.0,1,365.0,1.0,1.0,365.0,365.0,1.0,365.0,t,11.0,39.0,65.0,332.0,109.0,109.0,9.0,69,12.0,255.0,598485.0,4.94,4.94,4.98,4.95,4.97,4.82,4.91,f,2.0,2.0,0.0,0.0,0.7,Oslo,Entire Standard,Entire,Standard,1
31326,within a few hours,67%,27%,f,1.0,1.0,t,Grünerløkka,Entire Standard,Entire home/apt,3.0,1.0,1 bath,1.0,1.0,880.0,2,14.0,2.0,14.0,14.0,14.0,2.2,14.0,t,0.0,0.0,0.0,13.0,3.0,3.0,1.0,0,0.0,18.0,15840.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1.0,1.0,0.0,0.0,2.62,Oslo,Entire Standard,Entire,Standard,1
31328,within a day,100%,97%,t,1.0,1.0,t,Grünerløkka,Entire Standard,Entire home/apt,3.0,1.0,1 bath,1.0,1.0,1155.0,2,60.0,2.0,2.0,60.0,60.0,2.0,60.0,t,13.0,40.0,63.0,153.0,24.0,24.0,2.0,67,5.0,144.0,166320.0,4.96,4.96,4.96,4.92,4.96,4.92,4.88,f,1.0,1.0,0.0,0.0,1.05,Oslo,Entire Standard,Entire,Standard,1
31330,within an hour,100%,34%,f,1.0,1.0,t,Grünerløkka,Entire Standard,Entire home/apt,4.0,1.0,1 bath,2.0,2.0,1205.0,2,30.0,1.0,2.0,30.0,30.0,2.0,30.0,t,4.0,4.0,16.0,20.0,5.0,5.0,0.0,20,3.0,30.0,36150.0,4.8,4.6,4.4,4.6,4.8,4.8,4.6,f,1.0,1.0,0.0,0.0,0.95,Oslo,Entire Standard,Entire,Standard,1
31333,within an hour,100%,55%,t,3.0,4.0,t,Grünerløkka,Entire Standard,Entire home/apt,4.0,1.0,1 bath,2.0,2.0,2134.0,2,30.0,2.0,2.0,30.0,30.0,2.0,30.0,t,28.0,58.0,88.0,363.0,1.0,1.0,0.0,92,0.0,6.0,12804.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,3.0,2.0,1.0,0.0,1.95,Oslo,Entire Standard,Entire,Standard,1
31334,within a day,90%,24%,f,5.0,6.0,t,Grünerløkka,Entire Standard,Entire home/apt,4.0,1.0,1 bath,2.0,1.0,1600.0,1,365.0,1.0,1.0,365.0,365.0,1.0,365.0,t,29.0,59.0,89.0,364.0,0.0,0.0,0.0,93,0.0,0.0,0.0,3.6408479899154553,3.7212393155275016,4.204559361818096,3.7926834960385816,4.319069268640183,4.634795340637769,3.1304634435785634,f,4.0,3.0,1.0,0.0,2.37,Oslo,Entire Standard,Entire,Standard,0
31336,a few days or more,0%,0%,f,1.0,2.0,t,Gamle Oslo,Entire Standard,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,694.0,7,90.0,7.0,7.0,90.0,90.0,7.0,90.0,t,11.0,41.0,71.0,346.0,0.0,0.0,0.0,75,0.0,0.0,0.0,4.822332845784498,4.829633583448808,4.743972482191705,4.887024462589972,4.910675014340037,4.8729004072472035,4.787489675760021,f,1.0,1.0,0.0,0.0,2.39,Oslo,Entire Standard,Entire,Standard,0
31338,a few days or more,30%,0%,f,1.0,1.0,t,Søndre Nordstrand,Hotel,Shared room,2.0,1.0,1 shared bath,1.0,1.0,560.0,1,1125.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,t,16.0,46.0,76.0,166.0,0.0,0.0,0.0,80,0.0,0.0,0.0,4.763077625726596,4.82091877435816,4.746872514702108,4.847144846651279,4.867978057812831,4.628364122094895,4.567094628676733,f,1.0,0.0,0.0,1.0,8.0,Oslo,Hotel,Hotel,Hotel,0
31341,within a few hours,100%,78%,f,1.0,1.0,f,Østensjø,Entire Standard,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,1000.0,2,40.0,2.0,4.0,40.0,40.0,2.2,40.0,t,20.0,36.0,66.0,101.0,4.0,4.0,0.0,70,0.0,24.0,24000.0,5.0,5.0,5.0,5.0,5.0,4.75,5.0,f,1.0,1.0,0.0,0.0,6.18,Oslo,Entire Standard,Entire,Standard,1
31342,within a few hours,100%,71%,t,1.0,1.0,t,Frogner,Entire Standard,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,1982.0,2,14.0,2.0,2.0,14.0,14.0,2.0,14.0,t,29.0,59.0,85.0,337.0,18.0,18.0,2.0,85,4.0,108.0,214056.0,4.94,5.0,5.0,4.94,4.94,4.72,4.83,f,1.0,1.0,0.0,0.0,2.22,Oslo,Entire Standard,Entire,Standard,1
31345,within a few hours,100%,94%,f,1.0,1.0,t,Grünerløkka,Entire Standard,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,1174.0,2,16.0,2.0,2.0,16.0,16.0,2.0,16.0,t,19.0,19.0,19.0,258.0,13.0,13.0,1.0,19,1.0,78.0,91572.0,4.77,4.69,4.77,4.92,5.0,4.77,4.69,f,1.0,1.0,0.0,0.0,2.61,Oslo,Entire Standard,Entire,Standard,1
31347,within an hour,100%,94%,t,1.0,1.0,t,Grünerløkka,Entire Standard,Entire home/apt,3.0,1.0,1 bath,1.0,1.0,1018.0,2,4.0,2.0,2.0,4.0,4.0,2.0,4.0,t,2.0,2.0,2.0,2.0,13.0,13.0,0.0,2,1.0,78.0,79404.0,5.0,4.92,4.85,5.0,5.0,4.92,4.92,f,1.0,1.0,0.0,0.0,3.2,Oslo,Entire Standard,Entire,Standard,1
31348,within an hour,100%,100%,f,1.0,1.0,f,Sagene,Entire Standard,Entire home/apt,4.0,1.0,1 bath,2.0,2.0,2000.0,3,14.0,3.0,3.0,14.0,14.0,3.0,14.0,t,27.0,57.0,87.0,362.0,1.0,1.0,0.0,91,0.0,6.0,12000.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1.0,1.0,0.0,0.0,2.52,Oslo,Entire Standard,Entire,Standard,1
31349,within a few hours,100%,100%,f,1.0,1.0,t,Grünerløkka,Entire Standard,Entire home/apt,4.0,1.0,1 bath,2.0,2.0,2582.0,3,365.0,3.0,3.0,365.0,365.0,3.0,365.0,t,30.0,60.0,90.0,365.0,1.0,1.0,0.0,94,0.0,6.0,15492.0,4.0,4.0,3.0,5.0,5.0,5.0,4.0,f,1.0,1.0,0.0,0.0,1.19,Oslo,Entire Standard,Entire,Standard,1
31350,within an hour,100%,100%,t,1.0,1.0,t,Frogner,Entire Standard,Entire home/apt,6.0,2.0,2 baths,3.0,3.0,2800.0,2,365.0,2.0,2.0,365.0,365.0,2.0,365.0,t,21.0,51.0,75.0,319.0,17.0,17.0,1.0,77,0.0,102.0,285600.0,5.0,4.94,4.94,4.94,5.0,4.94,4.76,t,1.0,1.0,0.0,0.0,1.92,Oslo,Entire Standard,Entire,Standard,1
31351,within an hour,100%,63%,f,2.0,2.0,t,Østensjø,Entire Standard,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,950.0,2,14.0,2.0,2.0,14.0,14.0,2.0,14.0,t,4.0,29.0,59.0,149.0,3.0,3.0,1.0,63,0.0,18.0,17100.0,5.0,5.0,4.67,4.67,4.67,4.33,4.67,f,1.0,1.0,0.0,0.0,5.38,Oslo,Entire Standard,Entire,Standard,1
31354,within an hour,100%,100%,t,2.0,2.0,t,Grünerløkka,Hotel,Private room,1.0,3.0,3 baths,3.0,2.0,628.0,2,30.0,2.0,2.0,30.0,30.0,2.0,30.0,t,24.0,54.0,84.0,359.0,16.0,16.0,2.0,88,1.0,96.0,60288.0,5.0,5.0,5.0,4.94,5.0,4.94,5.0,f,2.0,1.0,1.0,0.0,2.6,Oslo,Hotel,Hotel,Hotel,1
31355,within a few hours,100%,98%,t,3.0,3.0,t,Gamle Oslo,Entire Standard,Entire home/apt,5.0,1.0,1 bath,2.0,3.0,4016.0,2,365.0,2.0,2.0,365.0,365.0,2.0,365.0,t,0.0,0.0,20.0,192.0,16.0,16.0,0.0,22,1.0,96.0,385536.0,5.0,4.88,4.75,4.81,4.94,4.88,4.75,t,3.0,3.0,0.0,0.0,1.21,Oslo,Entire Standard,Entire,Standard,1
31357,within an hour,100%,100%,t,2.0,2.0,t,Bjerke,Hotel,Private room,2.0,1.0,1 shared bath,1.0,1.0,500.0,2,365.0,2.0,2.0,365.0,365.0,2.0,365.0,t,23.0,50.0,74.0,154.0,46.0,46.0,5.0,74,5.0,255.0,127500.0,4.96,4.87,5.0,5.0,5.0,4.8,4.98,t,2.0,1.0,1.0,0.0,3.39,Oslo,Hotel,Hotel,Hotel,1
31358,within an hour,92%,96%,t,1.0,1.0,t,St. Hanshaugen,Entire Standard,Entire home/apt,5.0,1.5,1.5 baths,2.0,2.0,1502.0,2,365.0,2.0,2.0,365.0,365.0,2.0,365.0,t,3.0,13.0,26.0,28.0,57.0,57.0,5.0,28,0.0,255.0,383010.0,4.68,4.7,4.6,4.63,4.86,4.37,4.58,t,1.0,1.0,0.0,0.0,0.31,Oslo,Entire Standard,Entire,Standard,1
31359,within a day,90%,42%,f,5.0,7.0,t,Gamle Oslo,Entire Standard,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,1405.0,2,1125.0,1.0,4.0,1125.0,1125.0,4.0,1125.0,t,28.0,31.0,39.0,129.0,7.0,7.0,1.0,43,0.0,42.0,59010.0,4.86,5.0,4.71,5.0,5.0,5.0,4.86,f,5.0,2.0,3.0,0.0,2.06,Oslo,Entire Standard,Entire,Standard,1
31360,within an hour,100%,96%,f,1.0,1.0,f,Vestre Aker,Hotel,Private room,3.0,0.5,Private half-bath,1.0,1.0,749.0,1,14.0,1.0,1.0,14.0,14.0,1.0,14.0,t,30.0,60.0,90.0,365.0,18.0,18.0,0.0,94,0.0,108.0,80892.0,4.39,4.5,4.78,4.5,4.89,4.67,4.44,f,1.0,0.0,1.0,0.0,5.33,Oslo,Hotel,Hotel,Hotel,1
31361,within a day,100%,87%,f,1.0,1.0,f,Grünerløkka,Entire Standard,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,1125.0,2,14.0,2.0,5.0,14.0,14.0,2.3,14.0,t,5.0,21.0,21.0,193.0,9.0,9.0,1.0,21,1.0,54.0,60750.0,4.89,5.0,5.0,4.78,4.89,4.89,4.89,f,1.0,1.0,0.0,0.0,1.86,Oslo,Entire Standard,Entire,Standard,1
31363,within an hour,100%,94%,t,1.0,2.0,t,Sagene,Entire Standard,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,767.0,2,365.0,2.0,2.0,365.0,365.0,2.0,365.0,t,6.0,26.0,56.0,331.0,55.0,55.0,7.0,60,3.0,255.0,195585.0,4.78,4.89,4.62,4.85,4.93,4.75,4.73,f,1.0,1.0,0.0,0.0,3.21,Oslo,Entire Standard,Entire,Standard,1
31365,within an hour,100%,100%,t,3.0,3.0,t,St. Hanshaugen,Entire Standard,Entire home/apt,2.0,1.0,1 bath,1.0,2.0,996.0,2,100.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,t,8.0,13.0,17.0,232.0,36.0,36.0,9.0,21,0.0,216.0,215136.0,4.94,4.94,4.94,4.97,5.0,4.97,4.86,t,3.0,3.0,0.0,0.0,2.02,Oslo,Entire Standard,Entire,Standard,1
31366,within an hour,99%,99%,f,90.0,223.0,t,Gamle Oslo,Entire Standard,Entire home/apt,6.0,1.0,1 bath,2.0,3.0,1899.0,2,365.0,2.0,3.0,365.0,365.0,2.9,365.0,t,18.0,42.0,62.0,306.0,9.0,9.0,0.0,66,2.0,54.0,102546.0,4.44,4.56,4.67,3.78,4.67,4.56,4.44,t,18.0,18.0,0.0,0.0,0.71,Oslo,Entire Standard,Entire,Standard,1
31367,within an hour,100%,80%,f,2.0,2.0,f,Frogner,Entire Standard,Entire home/apt,5.0,1.5,1.5 baths,2.0,2.0,1555.0,3,90.0,3.0,3.0,90.0,90.0,3.0,90.0,t,7.0,7.0,7.0,7.0,7.0,7.0,0.0,7,2.0,42.0,65310.0,5.0,4.86,5.0,4.71,4.86,4.86,4.86,f,1.0,1.0,0.0,0.0,2.07,Oslo,Entire Standard,Entire,Standard,1
31368,within a few hours,86%,35%,t,2.0,2.0,f,Nordre Aker,Entire Luxury,Entire home/apt,5.0,1.0,1 bath,1.0,3.0,2610.0,1,365.0,1.0,1.0,365.0,365.0,1.0,365.0,t,0.0,27.0,57.0,332.0,1.0,1.0,0.0,61,0.0,6.0,15660.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,f,1.0,1.0,0.0,0.0,4.59,Oslo,Entire Luxury,Entire,Luxury,1
31369,within a day,100%,58%,f,1.0,3.0,f,Ullern,Entire Standard,Entire home/apt,5.0,3.0,3 baths,4.0,5.0,2435.0,150,150.0,150.0,150.0,150.0,150.0,150.0,150.0,t,23.0,53.0,83.0,358.0,0.0,0.0,0.0,87,0.0,0.0,0.0,4.673166792546089,4.46777536624543,4.38948044862354,4.56536841372018,4.854755268288021,4.765474637011957,4.645892072034488,f,1.0,1.0,0.0,0.0,5.94,Oslo,Entire Standard,Entire,Standard,0
